0.000000000000000000e+00,1.000000000000000000e+00,1.020408163265306145e+00,1.040816326530612290e+00,1.061224489795918435e+00,1.081632653061224580e+00,1.102040816326530503e+00,1.122448979591836649e+00,1.142857142857142794e+00,1.163265306122448939e+00,1.183673469387755084e+00,1.204081632653061229e+00,1.224489795918367374e+00,1.244897959183673519e+00,1.265306122448979664e+00,1.285714285714285809e+00,1.306122448979591733e+00,1.326530612244897878e+00,1.346938775510204023e+00,1.367346938775510168e+00,1.387755102040816313e+00,1.408163265306122458e+00,1.428571428571428603e+00,1.448979591836734526e+00,1.469387755102040671e+00,1.489795918367347038e+00,1.510204081632652962e+00,1.530612244897959107e+00,1.551020408163265474e+00,1.571428571428571397e+00,1.591836734693877542e+00,1.612244897959183465e+00,1.632653061224489832e+00,1.653061224489795977e+00,1.673469387755102122e+00,1.693877551020408045e+00,1.714285714285714191e+00,1.734693877551020336e+00,1.755102040816326259e+00,1.775510204081632626e+00,1.795918367346938549e+00,1.816326530612244694e+00,1.836734693877550839e+00,1.857142857142857206e+00,1.877551020408163129e+00,1.897959183673469274e+00,1.918367346938775642e+00,1.938775510204081565e+00,1.959183673469387710e+00,1.979591836734693855e+00,2.000000000000000000e+00
1.055000000000000071e+01,3.037549002541298573e-02,3.137013523105858237e-02,4.491816656439100164e-02,3.520037576540303165e-02,4.267537515845121893e-02,4.053799958226141087e-02,1.999550134168669169e-02,1.616625958384893674e-02,6.563567501198131794e-03,1.580424284037933516e-02,1.501513210887240116e-02,8.200898272081053042e-01,6.152062110264197026e-01,3.315779003932015079e-01,2.364069080446331850e-01,1.184952658998859709e+00,8.979671363565049358e-01,5.937079616763132339e-01,4.415893862949243354e-01,3.793076280892047625e-01,3.597416623478011388e-01,3.487442100726337868e-01,3.469670696696248169e-01,3.054855110974446508e-01,2.825159845930720337e-01,2.848171386906858671e-01,2.935684677083513217e-01,3.190697591866837879e-01,3.240448918583904714e-01,3.197675274654033784e-01,3.304300102478336942e-01,3.676774687328948632e-01,3.470135363641321802e-01,3.816949529019391663e-01,4.079615657312365973e-01,4.939378340951131041e-01,5.146535808297951764e-01,5.880465136255145220e-01,5.759063769170446045e-01,6.244147901799902423e-01,7.056375511639280118e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.177143397935934810e-01,0.000000000000000000e+00,4.346294049194358577e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.217848558691402960e-01
1.108282828282828447e+01,2.005585440483484763e-02,2.903566254099498173e-02,3.214088115013024466e-02,3.231593643540193322e-02,4.855643278128535939e-02,2.411459201869318655e-02,1.741933871030118194e-02,2.141486830593535354e-02,1.750454001265886253e-02,1.541300624206479175e-02,3.486149827644809129e-02,9.391713618915626949e-01,7.405531321308065351e-01,1.383894306236245486e-01,2.287993979011579415e-01,7.380529206323499514e-01,1.197425438715102652e+00,6.070089343006078719e-01,6.814628290926169063e-01,4.427513159175803237e-01,3.637086248206244377e-01,3.743585522202916849e-01,4.004316055358959070e-01,3.558125565938774493e-01,3.382837160507626839e-01,3.367053049308953994e-01,3.652163260724904381e-01,3.915778243648382340e-01,3.964468552048500682e-01,3.932139962570964653e-01,4.018045661558261039e-01,4.322851826962535449e-01,4.231129074575839533e-01,4.413300485181854693e-01,4.811990364515386642e-01,5.455166259884863811e-01,6.284894718254384616e-01,3.982060398327796902e-01,6.800828371176340648e-01,7.225160300257624790e-01,7.576707295902574968e-01,7.997700974436923183e-01,0.000000000000000000e+00,4.517409405704508885e-01,4.388148814152355026e-01,4.989579574121326133e-01,0.000000000000000000e+00,2.776276858087670663e-01,2.311670355374467745e-01,0.000000000000000000e+00
1.161565656565656646e+01,2.673550251101185216e-02,3.336107565250148732e-02,3.510906976637368643e-02,6.243596239111927348e-02,4.496552482050310273e-02,4.478201858200210606e-02,1.508594345201501839e-02,8.757537253229891183e-03,2.476621318848405001e-02,3.653777850444630410e-02,4.398399356790336223e-02,8.080832643870993204e-01,7.293067646217452626e-01,3.756574153557837858e-01,4.117049687769031019e-01,3.430937838932683892e-01,8.749770420364322288e-01,8.589206747063252712e-01,7.081440860433447781e-01,5.355847593073299606e-01,4.835670180368913385e-01,4.537943559667359517e-01,4.493137666435639832e-01,4.570464814687083543e-01,4.468440843858906830e-01,4.404220264459201561e-01,4.211069183845977948e-01,4.731978929887135088e-01,4.568147131474426526e-01,4.523416216504587695e-01,4.851902875605970666e-01,5.045415151370842288e-01,5.477746025943391883e-01,5.479990559558782781e-01,5.958822624798070233e-01,1.939437117696644342e-01,7.279294489707897053e-01,6.982307991635923194e-01,5.102589446292651321e-01,5.129165874197452180e-01,0.000000000000000000e+00,1.905650847410167714e-01,3.997227589245598289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.754898581189060391e-01,1.337406395688854610e-01,1.333283288180324988e-01,0.000000000000000000e+00
1.214848484848484844e+01,1.659291797864101067e-02,3.683755002496422182e-02,3.700140210211314701e-02,6.265843588722892765e-02,3.246637843600810175e-02,3.895372647028150226e-02,3.101977687697695524e-02,1.618244233109025071e-02,2.592120458669247562e-02,2.319678331449692016e-02,0.000000000000000000e+00,3.582781526190127047e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.990545886655508134e-01,3.059887173820187156e-01,6.601710536628104808e-01,9.144742586026585185e-01,7.564221285991097332e-01,7.020236994824475829e-01,6.283886150956728978e-01,5.952905916963827648e-01,4.556078818001089714e-01,4.933591447577538869e-01,5.032768501538245065e-01,4.914595748412426413e-01,4.882860812028603781e-01,4.996172845446255062e-01,5.337188373580210587e-01,5.277485745508530002e-01,6.251434481568451940e-01,6.042605498824950017e-01,6.863757449297969160e-01,6.260561769846717528e-01,7.570493128216170264e-01,0.000000000000000000e+00,4.865640892286145491e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.416791894397168683e-01,6.964176663385474031e-01,5.764380505443811309e-01,1.086419479266346327e-01,2.745882104855919548e-01,2.754499310577074866e-01,3.497410964444825354e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.382650711719656533e-01,0.000000000000000000e+00
1.268131313131313220e+01,2.764409272436452875e-02,2.138313817631474004e-02,5.010796499236068458e-02,4.808782704470538488e-02,4.437121201952766436e-02,2.709604948358246626e-02,1.250121904701267071e-02,4.340717063649054269e-02,3.390031209887814367e-02,4.624282965233498383e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.931640131549257067e-01,5.912876573527479085e-01,7.805579477545347977e-01,7.699126131145059837e-01,6.310565325860676422e-01,6.046137807772998807e-01,6.207054329454575470e-01,5.516906273347899070e-01,5.315965895213607961e-01,5.578645583866762570e-01,5.368403606061596944e-01,6.036399713543609824e-01,5.954967738992379411e-01,6.468312062404081297e-01,6.029094443262074110e-01,6.944760339055486842e-01,6.677097656980954810e-01,7.356904239820714064e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.530486407723139264e-01,0.000000000000000000e+00,3.381022450972532289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.340212393281277614e-02,1.987860809315526445e-01,7.178151151489355064e-02,1.937263927795944973e-01,0.000000000000000000e+00,2.273937893216710637e-01,2.113620126949394273e-01,0.000000000000000000e+00
1.321414141414141596e+01,3.320235077377314131e-02,3.770053586538325840e-02,3.955959787759319446e-02,5.654061895329674792e-02,4.887969302054021720e-02,4.693529841465136909e-02,3.575085408243829088e-02,2.215522910365272727e-02,4.574877838445878114e-02,4.617594214935062669e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.464219914856435212e-01,0.000000000000000000e+00,7.946796601061105747e-01,8.506536541228786052e-02,7.312029784832150270e-01,6.597135793291465378e-01,7.422641493310436767e-01,7.050158093800665826e-01,7.166139874832131440e-01,6.396706315257812969e-01,5.292523671670795737e-01,5.807266035917706404e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.931727699182780311e-01,7.109265141362738349e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.520369336810689420e-01,0.000000000000000000e+00,8.654521610957446320e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.334236542715666718e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.474735435973855424e-01,0.000000000000000000e+00,1.655916253268096272e-01
1.374696969696969795e+01,2.906077492556013997e-02,3.085916447886066782e-02,4.787277613169201723e-02,5.657754807189495361e-02,3.511628064543381028e-02,2.315932260965652273e-02,2.340482683947087833e-02,3.962490815491295781e-02,7.286382208423188012e-02,4.655955739600432103e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.066383066099832910e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.596754981509714066e-01,0.000000000000000000e+00,3.756547459559492208e-01,5.866258720952569616e-01,6.636296058678606835e-01,8.174668566551933635e-01,3.349038426174449912e-01,2.611685297022922625e-01,5.485463346358687708e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.464956500277458717e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.361288507324418084e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.171626373103751395e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.181953764148213515e-01,1.880952044926182121e-01,0.000000000000000000e+00,1.517515266197682622e-01,8.756996784803798561e-02,0.000000000000000000e+00,2.255897084362132321e-01
1.427979797979797993e+01,2.463241239046114889e-02,1.053265146623437974e-02,4.625497908614740333e-02,5.828172123009392469e-02,3.605136966409280136e-02,2.812191039660404818e-02,4.292203860749865818e-02,6.870687467936478776e-02,7.040903086682896717e-02,5.682581143613366775e-02,4.638092554700888326e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.496553436101428824e-01,3.551243226380028095e-01,0.000000000000000000e+00,5.899441778496421485e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.192754911663099882e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.444771904415230068e-01,0.000000000000000000e+00,1.731518029814665960e-01,0.000000000000000000e+00,3.704314144015291022e-01,1.305766663132115757e-01,0.000000000000000000e+00,2.503615351230375485e-01,3.084028419548031641e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.058386305536543948e-01
1.481262626262626370e+01,2.878766491610477984e-02,2.724329713843473902e-02,3.552107960920842383e-02,4.517113099478888005e-02,4.522955444742120940e-02,3.106937116170052637e-02,5.662594531485550670e-02,7.412392439006276756e-02,7.047818836853432523e-02,8.076419457781455757e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.880944351804961556e-01,3.743418317624545577e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.801591164459062977e-01,1.503577823290755677e-01,2.248156839059959333e-01,1.474771314238129127e-01,1.400384958887515296e-01,1.505277045822772664e-01,3.113212031030246352e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.534545454545454746e+01,2.834464773603095900e-02,3.721706406734785061e-02,4.990404162577447011e-02,5.480123095035559916e-02,4.418572482366239090e-02,5.591277238666702426e-02,6.971086508039203711e-02,8.820511290658590575e-02,1.361682127753459925e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.165614812353448437e-01,0.000000000000000000e+00,1.491743632989367130e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.246505869384714249e-01,1.481936888618168024e-01,1.161127622252997316e-01,3.639180710915738692e-01,1.837262245804549277e-01,4.181926130429641231e-01
