2.400578788919735095e-03,2.178000000000000114e+01,1.300000000000000044e+00
2.327539946434383986e-03,2.178000000000000114e+01,1.304999999999999938e+00
2.385026460104639878e-03,2.178000000000000114e+01,1.310000000000000053e+00
2.323726248239513063e-03,2.178000000000000114e+01,1.314999999999999947e+00
2.384989113850809542e-03,2.178000000000000114e+01,1.320000000000000062e+00
2.325745946875611061e-03,2.178000000000000114e+01,1.324999999999999956e+00
2.351770958275676247e-03,2.178000000000000114e+01,1.330000000000000071e+00
2.336542507913101814e-03,2.178000000000000114e+01,1.334999999999999964e+00
2.345118696740661028e-03,2.178000000000000114e+01,1.340000000000000080e+00
2.347669370228775733e-03,2.178000000000000114e+01,1.344999999999999973e+00
2.338367586477011970e-03,2.178000000000000114e+01,1.350999999999999979e+00
2.379169432739541672e-03,2.178000000000000114e+01,1.356000000000000094e+00
2.351436250530218250e-03,2.178000000000000114e+01,1.360999999999999988e+00
2.375597186332287399e-03,2.178000000000000114e+01,1.366000000000000103e+00
2.395821956224872522e-03,2.178000000000000114e+01,1.370999999999999996e+00
2.409171096105928653e-03,2.178000000000000114e+01,1.375999999999999890e+00
2.418074727453083106e-03,2.178000000000000114e+01,1.381000000000000005e+00
2.433234658890939470e-03,2.178000000000000114e+01,1.385999999999999899e+00
2.438222734428010033e-03,2.178000000000000114e+01,1.391000000000000014e+00
2.470166490777405896e-03,2.178000000000000114e+01,1.395999999999999908e+00
2.484074441598244261e-03,2.178000000000000114e+01,1.401000000000000023e+00
2.509892527591774634e-03,2.178000000000000114e+01,1.405999999999999917e+00
2.540809394580693416e-03,2.178000000000000114e+01,1.411000000000000032e+00
2.555273815573673533e-03,2.178000000000000114e+01,1.415999999999999925e+00
2.565766139869810319e-03,2.178000000000000114e+01,1.421000000000000041e+00
2.602542773912738371e-03,2.178000000000000114e+01,1.425999999999999934e+00
2.627515534946062246e-03,2.178000000000000114e+01,1.431000000000000050e+00
2.662001550825537303e-03,2.178000000000000114e+01,1.435999999999999943e+00
