4.095748325560065461e-02,1.814999999999999858e+01,1.000000000000000000e+00
5.663831827489262949e-02,1.814999999999999858e+01,1.010099999999999998e+00
4.837279607442562107e-02,1.814999999999999858e+01,1.020199999999999996e+00
8.088721667502792034e-02,1.814999999999999858e+01,1.030299999999999994e+00
9.888475149922028307e-02,1.814999999999999858e+01,1.040399999999999991e+00
1.043635323983551355e-01,1.814999999999999858e+01,1.050499999999999989e+00
9.266578011500395395e-02,1.814999999999999858e+01,1.060599999999999987e+00
1.234123697994553431e-01,1.814999999999999858e+01,1.070699999999999985e+00
1.333873750276950154e-01,1.814999999999999858e+01,1.080799999999999983e+00
1.396902081415509755e-01,1.814999999999999858e+01,1.090899999999999981e+00
1.354674827362831735e-01,1.814999999999999858e+01,1.100999999999999979e+00
1.991586022207692819e-01,1.814999999999999858e+01,1.111099999999999977e+00
1.629952632011536506e-01,1.814999999999999858e+01,1.121199999999999974e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.131299999999999972e+00
2.319263997577481196e-01,1.814999999999999858e+01,1.141399999999999970e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.151499999999999968e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.161599999999999966e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.171699999999999964e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.181799999999999962e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.191899999999999959e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.201999999999999957e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.212099999999999955e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.222199999999999953e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.232299999999999951e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.242399999999999949e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.252499999999999947e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.262599999999999945e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.272699999999999942e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.282799999999999940e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.292899999999999938e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.302999999999999936e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.313099999999999934e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.323199999999999932e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.333299999999999930e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.343399999999999928e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.353499999999999925e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.363599999999999923e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.373699999999999921e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.383799999999999919e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.393899999999999917e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.403999999999999915e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.414099999999999913e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.424199999999999910e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.434299999999999908e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.444399999999999906e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.454499999999999904e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.464599999999999902e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.474699999999999900e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.484799999999999898e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.494899999999999896e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.505100000000000104e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.515200000000000102e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.525300000000000100e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.535400000000000098e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.545500000000000096e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.555600000000000094e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.565700000000000092e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.575800000000000090e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.585900000000000087e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.596000000000000085e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.606100000000000083e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.616200000000000081e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.626300000000000079e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.636400000000000077e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.646500000000000075e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.656600000000000072e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.666700000000000070e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.676800000000000068e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.686900000000000066e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.697000000000000064e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.707100000000000062e+00
5.556845227410238675e-01,1.814999999999999858e+01,1.717200000000000060e+00
0.000000000000000000e+00,1.814999999999999858e+01,1.727300000000000058e+00
3.330012953791393060e-01,1.814999999999999858e+01,1.737400000000000055e+00
4.151751398234995727e-01,1.814999999999999858e+01,1.747500000000000053e+00
2.379140867998293385e-01,1.814999999999999858e+01,1.757600000000000051e+00
3.071048098302020524e-01,1.814999999999999858e+01,1.767700000000000049e+00
